,index,damage_given,damage_received,damage_healed,toxic_damage_taken,hazard_damage_taken,burn_damage_taken,poison_damage_taken,life_orb_damage_taken,stealth_rock_damage_taken,spike_damage_taken,buff_received,recoil_damage_taken,week,trainer
6,Keldeo,60.0,-112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,ryanmali
7,Eelektross,170.0,-132.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,ryanmali
8,Ferrothorn,30.0,-161.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,ryanmali
9,Kyurem,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,ryanmali
10,Meloetta,48.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,ryanmali
11,Florges,51.0,-100.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,ryanmali
0,Hippowdon,15.0,-190.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,gscalfaro7
1,Victini,200.0,-81.0,0.0,0.0,0.0,0.0,0.0,-19.0,0.0,0.0,-3.0,0.0,8,gscalfaro7
2,Weavile,250.0,-29.0,0.0,-60.0,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,0.0,8,gscalfaro7
3,Milotic,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,gscalfaro7
4,Drapion,198.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,gscalfaro7
5,Mew,134.0,-29.0,0.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,gscalfaro7
6,Greninja,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,moof710
7,Togekiss,32.0,-156.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,moof710
8,Blissey,54.0,-248.0,154.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,moof710
9,Machamp,129.0,-76.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,8,moof710
10,Amoonguss,50.0,-117.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,moof710
11,Hydreigon,244.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,moof710
0,Latias,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,thewillager
1,Starmie,37.0,-91.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,8,thewillager
2,Klefki,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,8,thewillager
3,Diancie,118.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,8,thewillager
4,Heracross,197.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,8,thewillager
5,Nidoqueen,72.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,8,thewillager
6,Aromatisse,86.0,-118.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8,notabot1234
7,Espeon,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,notabot1234
8,Tornadus-Therian,65.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,notabot1234
9,Krookodile,308.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,notabot1234
10,Blastoise,0.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,notabot1234
11,Venusaur,32.0,-91.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,8,notabot1234
0,Raikou,28.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,crystopperpkmn
1,Moltres,79.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,crystopperpkmn
2,Landorus-Therian,134.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,9,crystopperpkmn
3,Celebi,29.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,crystopperpkmn
4,Sylveon,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,crystopperpkmn
5,Registeel,19.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,crystopperpkmn
6,Serperior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,kaiser cauto
7,Bronzong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,9,kaiser cauto
8,Thundurus-Therian,34.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,9,kaiser cauto
9,Suicune,169.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,5.0,0.0,9,kaiser cauto
10,Snorlax,51.0,-182.0,106.0,0.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,9,kaiser cauto
11,Slurpuff,396.0,-50.0,43.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,5.0,0.0,9,kaiser cauto
0,Zapdos,208.0,-103.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,mattchumaniac44
1,Umbreon,108.0,-77.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,mattchumaniac44
2,Rotom-Heat,15.0,-63.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,mattchumaniac44
3,Hitmonlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,mattchumaniac44
4,Metagross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,mattchumaniac44
5,Roselia,235.0,-183.0,188.0,0.0,0.0,-58.0,0.0,0.0,0.0,0.0,-2.0,0.0,9,mattchumaniac44
6,Latios,90.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,tomatotommaso
7,Cobalion,83.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9,tomatotommaso
8,Shaymin,44.0,-112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,tomatotommaso
9,Gengar,96.0,-81.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,tomatotommaso
10,Rotom-Wash,93.0,-165.0,77.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,9,tomatotommaso
11,Virizion,20.0,-8.0,-92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9,tomatotommaso
0,Excadrill,60.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6utter
1,Tyranitar,137.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9,6utter
2,Gardevoir,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6utter
3,Crobat,63.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,9,6utter
4,Seismitoad,102.0,-118.0,79.0,0.0,0.0,-61.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6utter
5,Scrafty,0.0,-106.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,6utter
6,Latias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,thewillager
7,Ninetales,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,thewillager
8,Starmie,4.0,-56.0,117.0,0.0,0.0,0.0,-61.0,0.0,-12.0,0.0,0.0,0.0,9,thewillager
9,Klefki,56.0,-125.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,thewillager
10,Heracross,58.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-1.0,0.0,9,thewillager
11,Nidoqueen,293.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,thewillager
0,Hippowdon,91.0,-28.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,gscalfaro7
1,Victini,130.0,-89.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,0.0,9,gscalfaro7
2,Weavile,172.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,gscalfaro7
3,Milotic,85.0,-76.0,0.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,gscalfaro7
4,Drapion,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,gscalfaro7
5,Mew,39.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,gscalfaro7
6,Kabutops,28.0,-91.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,9,sonofringo
7,Infernape,162.0,-51.0,0.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,9,sonofringo
8,Lanturn,52.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,sonofringo
9,Gliscor,15.0,-112.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,sonofringo
10,Gyarados,40.0,-91.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,9,sonofringo
11,Cresselia,0.0,-250.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9,sonofringo
0,Cryogonal,94.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,bman5422
1,Nidoking,270.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,9,bman5422
2,Dragonite,224.0,-24.0,0.0,-18.0,0.0,0.0,-8.0,-50.0,0.0,0.0,2.0,0.0,9,bman5422
3,Empoleon,102.0,-162.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,bman5422
4,Xatu,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,bman5422
5,Galvantula,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,bman5422
6,Greninja,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,moof710
7,Togekiss,18.0,-105.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,moof710
8,Blissey,130.0,-273.0,223.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,9,moof710
9,Blaziken,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,moof710
10,Machamp,124.0,-63.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,9,moof710
11,Hydreigon,213.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,moof710
0,Clefable,258.0,-252.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9,jmils9
1,Zoroark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,jmils9
2,Salamence,111.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,9,jmils9
3,Swampert,100.0,-118.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,9,jmils9
4,Alakazam,55.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,jmils9
5,Scizor,0.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,jmils9
6,Keldeo,111.0,-118.0,24.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,9,ryanmali
7,Ferrothorn,67.0,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,9,ryanmali
8,Kyurem,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,ryanmali
9,Hoopa,100.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,9,ryanmali
10,Meloetta,226.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,9,ryanmali
11,Florges,84.0,-126.0,51.0,0.0,0.0,0.0,0.0,0.0,-25.0,0.0,-1.0,0.0,9,ryanmali
